"Order Number","Line Item","Order Date","Delivery Date",CustomerKey,StoreKey,ProductKey,Quantity,"Currency Code"
1627014,1,6/15/2019,,87229,1,437,1,AUD
1627015,1,6/15/2019,,1988805,65,1385,3,USD
1627015,2,6/15/2019,,1988805,65,1252,1,USD
1627016,1,6/15/2019,,1926364,44,1600,1,USD
1627016,2,6/15/2019,,1926364,44,382,1,USD
1627016,3,6/15/2019,,1926364,44,1698,5,USD
1627017,1,6/15/2019,6/17/2019,1945099,0,1817,4,USD
1627017,2,6/15/2019,6/17/2019,1945099,0,88,3,USD
1627018,1,6/15/2019,6/19/2019,1496211,0,476,3,USD
1627019,1,6/15/2019,,532184,27,71,2,EUR
1627019,2,6/15/2019,,532184,27,1410,3,EUR
1627020,1,6/15/2019,,1451764,66,355,2,USD
1627020,2,6/15/2019,,1451764,66,1463,3,USD
1627020,3,6/15/2019,,1451764,66,1801,4,USD
1627021,1,6/15/2019,6/20/2019,1277723,0,181,1,USD
1627022,1,6/15/2019,,1100414,39,110,2,GBP
1627023,1,6/15/2019,,1136143,37,727,3,GBP
1627023,2,6/15/2019,,1136143,37,14,3,GBP
1627024,1,6/15/2019,,1551051,55,137,1,USD
1627025,1,6/15/2019,,865760,33,971,3,EUR
1627025,2,6/15/2019,,865760,33,447,1,EUR
1627025,3,6/15/2019,,865760,33,1705,2,EUR
1627026,1,6/15/2019,,2011298,53,404,3,USD
1627028,1,6/15/2019,,755735,30,1617,2,EUR
1627029,1,6/15/2019,,305962,10,1704,3,CAD
1627029,2,6/15/2019,,305962,10,1811,1,CAD
1627030,1,6/15/2019,,541324,23,1024,3,EUR
1627031,1,6/15/2019,6/19/2019,1323882,0,1738,2,USD
1627031,2,6/15/2019,6/19/2019,1323882,0,1698,5,USD
1627032,1,6/15/2019,,1884718,44,48,1,USD
1627033,1,6/15/2019,,1260588,65,501,7,USD
1627033,2,6/15/2019,,1260588,65,565,4,USD
1627033,3,6/15/2019,,1260588,65,78,7,USD
1627034,1,6/15/2019,,1198813,36,967,4,GBP
1627034,2,6/15/2019,,1198813,36,123,10,GBP
1627034,3,6/15/2019,,1198813,36,2086,1,GBP
1627035,1,6/15/2019,,475485,21,821,6,EUR
1627036,1,6/15/2019,6/21/2019,1851066,0,1001,7,USD
1627036,2,6/15/2019,6/21/2019,1851066,0,1557,4,USD
1627036,3,6/15/2019,6/21/2019,1851066,0,1458,2,USD
1627037,1,6/15/2019,6/19/2019,825321,0,51,8,EUR
1627037,2,6/15/2019,6/19/2019,825321,0,673,7,EUR
1627038,1,6/15/2019,,599044,23,447,6,EUR
1627038,2,6/15/2019,,599044,23,1192,8,EUR
1627038,3,6/15/2019,,599044,23,1699,2,EUR
1627039,1,6/15/2019,6/19/2019,1697119,0,484,1,USD
1627039,2,6/15/2019,6/19/2019,1697119,0,1721,3,USD
1627040,1,6/15/2019,,521700,23,1660,2,EUR
1627041,1,6/15/2019,,1614019,44,1600,1,USD
1627042,1,6/15/2019,,537509,24,146,2,EUR
1627042,2,6/15/2019,,537509,24,1582,2,EUR
1627043,1,6/15/2019,,2040826,43,1021,5,USD
1627043,2,6/15/2019,,2040826,43,874,1,USD
1627043,3,6/15/2019,,2040826,43,147,3,USD
1627044,1,6/15/2019,,574327,20,1300,1,EUR
1627044,2,6/15/2019,,574327,20,1654,4,EUR
1627046,1,6/15/2019,,1209835,44,428,2,USD
1627046,2,6/15/2019,,1209835,44,2049,7,USD
1627046,3,6/15/2019,,1209835,44,1617,6,USD
1627046,4,6/15/2019,,1209835,44,1291,2,USD
1627047,1,6/15/2019,,1314859,57,1645,2,USD
1627047,2,6/15/2019,,1314859,57,444,6,USD
1627047,3,6/15/2019,,1314859,57,1081,3,USD
1627047,4,6/15/2019,,1314859,57,1409,1,USD
1628000,1,6/16/2019,,1239282,49,1628,3,USD
1628002,1,6/16/2019,,1115222,36,433,1,GBP
1628002,2,6/16/2019,,1115222,36,884,1,GBP
1628003,1,6/16/2019,,1486029,54,1461,1,USD
1629000,1,6/17/2019,,887497,34,454,4,EUR
1629000,2,6/17/2019,,887497,34,87,2,EUR
1629000,3,6/17/2019,,887497,34,1695,2,EUR
1629000,4,6/17/2019,,887497,34,1537,1,EUR
1629001,1,6/17/2019,6/19/2019,564024,0,1544,1,EUR
1629002,1,6/17/2019,,1404845,61,97,2,USD
1629002,2,6/17/2019,,1404845,61,1620,7,USD
1629003,1,6/17/2019,6/24/2019,1145044,0,1742,6,GBP
1629003,2,6/17/2019,6/24/2019,1145044,0,646,1,GBP
1629003,3,6/17/2019,6/24/2019,1145044,0,490,2,GBP
1629004,1,6/17/2019,,1437117,54,681,3,USD
1629005,1,6/17/2019,,294433,10,7,5,CAD
1629006,1,6/17/2019,,1400721,65,1654,1,USD
1629006,2,6/17/2019,,1400721,65,1443,2,USD
1629008,1,6/17/2019,,1942015,63,1179,1,USD
1629009,1,6/17/2019,,1865833,62,971,3,USD
1629010,1,6/17/2019,,654485,15,1818,1,EUR
1629010,2,6/17/2019,,654485,15,1653,2,EUR
1629011,1,6/17/2019,,1116314,38,1449,2,GBP
1629011,2,6/17/2019,,1116314,38,528,3,GBP
1629012,1,6/17/2019,6/20/2019,772646,0,1425,1,EUR
1629012,2,6/17/2019,6/20/2019,772646,0,1703,7,EUR
1629012,3,6/17/2019,6/20/2019,772646,0,784,2,EUR
1629012,4,6/17/2019,6/20/2019,772646,0,1639,3,EUR
1629012,5,6/17/2019,6/20/2019,772646,0,1337,1,EUR
1629012,6,6/17/2019,6/20/2019,772646,0,105,2,EUR
1629012,7,6/17/2019,6/20/2019,772646,0,1433,1,EUR
1629013,1,6/17/2019,,1203511,48,442,4,USD
1629013,2,6/17/2019,,1203511,48,1812,1,USD
1629013,3,6/17/2019,,1203511,48,650,4,USD
1629014,1,6/17/2019,6/21/2019,1549412,0,1586,3,USD
1629014,2,6/17/2019,6/21/2019,1549412,0,1430,7,USD
1629015,1,6/17/2019,,1618759,56,2086,7,USD
1629016,1,6/17/2019,6/19/2019,1013139,0,784,5,GBP
1629017,1,6/17/2019,,466634,23,1817,7,EUR
1629018,1,6/17/2019,,1626189,61,83,5,USD
1629019,1,6/17/2019,6/19/2019,1920357,0,313,2,USD
1629019,2,6/17/2019,6/19/2019,1920357,0,1039,4,USD
1629019,3,6/17/2019,6/19/2019,1920357,0,1606,2,USD
1629019,4,6/17/2019,6/19/2019,1920357,0,410,2,USD
1629019,5,6/17/2019,6/19/2019,1920357,0,2075,2,USD
1629019,6,6/17/2019,6/19/2019,1920357,0,492,2,USD
1629020,1,6/17/2019,6/21/2019,1375025,0,4,5,USD
1630000,1,6/18/2019,,1330560,55,1656,2,USD
1630000,2,6/18/2019,,1330560,55,97,1,USD
1630000,3,6/18/2019,,1330560,55,1599,3,USD
1630001,1,6/18/2019,,799025,29,1376,1,EUR
1630001,2,6/18/2019,,799025,29,445,1,EUR
1630002,1,6/18/2019,,537277,23,2500,2,EUR
1630003,1,6/18/2019,,865163,34,1454,1,EUR
1630003,2,6/18/2019,,865163,34,1009,5,EUR
1630004,1,6/18/2019,,1867250,57,1739,6,USD
1630004,2,6/18/2019,,1867250,57,1689,2,USD
1630004,3,6/18/2019,,1867250,57,1643,4,USD
1630005,1,6/18/2019,,2017884,51,1937,1,USD
1630005,2,6/18/2019,,2017884,51,1590,2,USD
1630006,1,6/18/2019,6/21/2019,2064437,0,656,4,USD
1630009,1,6/18/2019,,340771,10,1252,2,CAD
1630009,2,6/18/2019,,340771,10,489,2,CAD
1630010,1,6/18/2019,,1475591,54,619,4,USD
1630011,1,6/18/2019,,309994,9,1181,4,CAD
1630011,2,6/18/2019,,309994,9,1661,1,CAD
1630011,3,6/18/2019,,309994,9,1690,5,CAD
1630011,4,6/18/2019,,309994,9,449,5,CAD
1630012,1,6/18/2019,,1009587,39,35,2,GBP
1630013,1,6/18/2019,,623659,14,1686,1,EUR
1630014,1,6/18/2019,6/22/2019,1537435,0,1822,1,USD
1630014,2,6/18/2019,6/22/2019,1537435,0,1671,3,USD
1630016,1,6/18/2019,6/24/2019,533705,0,778,2,EUR
1630017,1,6/18/2019,,900030,39,1921,3,GBP
1630017,2,6/18/2019,,900030,39,2496,3,GBP
1630018,1,6/18/2019,,556312,27,1672,2,EUR
1630018,2,6/18/2019,,556312,27,450,1,EUR
1630018,3,6/18/2019,,556312,27,134,1,EUR
1630018,4,6/18/2019,,556312,27,691,1,EUR
1630018,5,6/18/2019,,556312,27,1654,3,EUR
1630018,6,6/18/2019,,556312,27,1609,9,EUR
1630019,1,6/18/2019,6/23/2019,283301,0,1612,2,CAD
1630019,2,6/18/2019,6/23/2019,283301,0,2496,3,CAD
1630019,3,6/18/2019,6/23/2019,283301,0,578,7,CAD
1630019,4,6/18/2019,6/23/2019,283301,0,1785,2,CAD
1630019,5,6/18/2019,6/23/2019,283301,0,1697,2,CAD
1630020,1,6/18/2019,,2040948,54,1577,2,USD
1630020,2,6/18/2019,,2040948,54,1636,1,USD
1630020,3,6/18/2019,,2040948,54,1709,3,USD
1630021,1,6/18/2019,,857426,32,1435,3,EUR
1630021,2,6/18/2019,,857426,32,2079,1,EUR
1630021,3,6/18/2019,,857426,32,1339,3,EUR
1630021,4,6/18/2019,,857426,32,421,6,EUR
1630022,1,6/18/2019,,541458,26,1599,5,EUR
1630022,2,6/18/2019,,541458,26,105,1,EUR
1630022,3,6/18/2019,,541458,26,1670,5,EUR
1630023,1,6/18/2019,,1558551,63,850,2,USD
1630024,1,6/18/2019,,1568316,51,616,4,USD
1630024,2,6/18/2019,,1568316,51,1609,6,USD
1630024,3,6/18/2019,,1568316,51,1632,2,USD
1630024,4,6/18/2019,,1568316,51,1875,2,USD
1630024,5,6/18/2019,,1568316,51,95,5,USD
1630024,6,6/18/2019,,1568316,51,1649,1,USD
1630025,1,6/18/2019,,1149875,39,534,7,GBP
1630026,1,6/18/2019,,254825,10,1294,3,CAD
1631000,1,6/19/2019,6/23/2019,824543,0,1355,2,EUR
1631000,2,6/19/2019,6/23/2019,824543,0,420,4,EUR
1631001,1,6/19/2019,6/21/2019,1031068,0,537,1,GBP
1631002,1,6/19/2019,,1123758,40,9,8,GBP
1631003,1,6/19/2019,,1353843,59,1698,2,USD
1631003,2,6/19/2019,,1353843,59,1724,9,USD
1631003,3,6/19/2019,,1353843,59,435,6,USD
1631003,4,6/19/2019,,1353843,59,2156,5,USD
1631003,5,6/19/2019,,1353843,59,1621,3,USD
1631003,6,6/19/2019,,1353843,59,1642,2,USD
1631003,7,6/19/2019,,1353843,59,1078,2,USD
1631004,1,6/19/2019,,772646,30,1673,5,EUR
1631005,1,6/19/2019,,1543466,59,529,1,USD
1631005,2,6/19/2019,,1543466,59,70,4,USD
1631005,3,6/19/2019,,1543466,59,1322,1,USD
1631006,1,6/19/2019,6/23/2019,1462148,0,1626,3,USD
1631008,1,6/19/2019,,1378869,43,1405,1,USD
1631011,1,6/19/2019,6/25/2019,1201865,0,1146,3,USD
1631013,1,6/19/2019,,1375230,63,500,7,USD
1631013,2,6/19/2019,,1375230,63,1443,2,USD
1631013,3,6/19/2019,,1375230,63,523,6,USD
1631014,1,6/19/2019,,499646,27,593,1,EUR
1631015,1,6/19/2019,,1722802,63,2512,7,USD
1631016,1,6/19/2019,6/24/2019,1806437,0,385,2,USD
1631016,2,6/19/2019,6/24/2019,1806437,0,446,6,USD
1631016,3,6/19/2019,6/24/2019,1806437,0,189,2,USD
1631016,4,6/19/2019,6/24/2019,1806437,0,459,4,USD
1631018,1,6/19/2019,,1741021,65,1760,2,USD
1631018,2,6/19/2019,,1741021,65,808,1,USD
1631019,1,6/19/2019,,1062632,37,27,3,GBP
1631020,1,6/19/2019,6/21/2019,94758,0,444,1,AUD
1631020,2,6/19/2019,6/21/2019,94758,0,573,4,AUD
1631020,3,6/19/2019,6/21/2019,94758,0,1776,2,AUD
1631020,4,6/19/2019,6/21/2019,94758,0,109,10,AUD
1631021,1,6/19/2019,,1263104,65,424,2,USD
1631021,2,6/19/2019,,1263104,65,86,7,USD
1631021,3,6/19/2019,,1263104,65,1646,1,USD
1631022,1,6/19/2019,6/26/2019,367753,0,2020,2,CAD
1631022,2,6/19/2019,6/26/2019,367753,0,1653,3,CAD
1631023,1,6/19/2019,6/23/2019,808172,0,1359,10,EUR
1631024,1,6/19/2019,6/22/2019,1406231,0,57,1,USD
1631024,2,6/19/2019,6/22/2019,1406231,0,21,2,USD
1631025,1,6/19/2019,,116824,4,1631,2,AUD
1631025,2,6/19/2019,,116824,4,182,3,AUD
1631026,1,6/19/2019,,1053209,40,425,1,GBP
1631026,2,6/19/2019,,1053209,40,1421,2,GBP
1631026,3,6/19/2019,,1053209,40,2061,7,GBP
1631026,4,6/19/2019,,1053209,40,1151,4,GBP
1631026,5,6/19/2019,,1053209,40,931,3,GBP
1631027,1,6/19/2019,,1197083,37,954,4,GBP
1631028,1,6/19/2019,,708914,29,1080,2,EUR
1631029,1,6/19/2019,,1213463,55,79,2,USD
1631029,2,6/19/2019,,1213463,55,1725,1,USD
1631030,1,6/19/2019,,1373635,43,452,1,USD
1631030,2,6/19/2019,,1373635,43,58,1,USD
1631031,1,6/19/2019,6/24/2019,605605,0,715,5,EUR
1631031,2,6/19/2019,6/24/2019,605605,0,2385,4,EUR
1631032,1,6/19/2019,6/25/2019,471768,0,1520,2,EUR
1631033,1,6/19/2019,,683209,14,985,2,EUR
1631034,1,6/19/2019,,453872,27,2246,5,EUR
1631035,1,6/19/2019,,1461248,62,1671,2,USD
1631035,2,6/19/2019,,1461248,62,1145,3,USD
1632000,1,6/20/2019,,522334,27,1609,1,EUR
1632001,1,6/20/2019,,1778182,64,962,2,USD
1632001,2,6/20/2019,,1778182,64,1589,4,USD
1632001,3,6/20/2019,,1778182,64,1779,2,USD
1632002,1,6/20/2019,6/24/2019,2034744,0,1813,4,USD
1632002,2,6/20/2019,6/24/2019,2034744,0,86,5,USD
1632002,3,6/20/2019,6/24/2019,2034744,0,1585,1,USD
1632002,4,6/20/2019,6/24/2019,2034744,0,2089,6,USD
1632002,5,6/20/2019,6/24/2019,2034744,0,1646,3,USD
1632002,6,6/20/2019,6/24/2019,2034744,0,1640,1,USD
1632002,7,6/20/2019,6/24/2019,2034744,0,1595,1,USD
1632003,1,6/20/2019,,1990647,43,1709,2,USD
1632004,1,6/20/2019,,757027,30,1647,1,EUR
1632004,2,6/20/2019,,757027,30,2018,1,EUR
1632005,1,6/20/2019,,2032996,55,76,1,USD
1632006,1,6/20/2019,6/24/2019,271065,0,1591,1,CAD
1632006,2,6/20/2019,6/24/2019,271065,0,359,5,CAD
1632006,3,6/20/2019,6/24/2019,271065,0,93,6,CAD
1632007,1,6/20/2019,,1142863,40,1712,1,GBP
1632007,2,6/20/2019,,1142863,40,1657,4,GBP
1632007,3,6/20/2019,,1142863,40,1761,3,GBP
1632007,4,6/20/2019,,1142863,40,54,6,GBP
1632008,1,6/20/2019,,259842,9,97,1,CAD
1632008,2,6/20/2019,,259842,9,440,10,CAD
1632008,3,6/20/2019,,259842,9,1530,1,CAD
1632008,4,6/20/2019,,259842,9,1098,1,CAD
1632008,5,6/20/2019,,259842,9,64,6,CAD
1632008,6,6/20/2019,,259842,9,88,2,CAD
1632008,7,6/20/2019,,259842,9,577,1,CAD
1632009,1,6/20/2019,,1815456,44,1663,6,USD
1632010,1,6/20/2019,,2014737,43,1755,2,USD
1632011,1,6/20/2019,,244193,8,1460,4,CAD
1632011,2,6/20/2019,,244193,8,1064,7,CAD
1632012,1,6/20/2019,,1292476,65,2331,2,USD
1632013,1,6/20/2019,,909122,38,1818,1,GBP
1632014,1,6/20/2019,6/21/2019,122533,0,1004,1,AUD
1632014,2,6/20/2019,6/21/2019,122533,0,421,1,AUD
1632015,1,6/20/2019,,1150193,42,787,1,GBP
1632015,2,6/20/2019,,1150193,42,1779,1,GBP
1632016,1,6/20/2019,,1760131,45,1637,6,USD
1632017,1,6/20/2019,,1951677,50,1408,7,USD
1632018,1,6/20/2019,6/24/2019,2077860,0,1692,1,USD
1632018,2,6/20/2019,6/24/2019,2077860,0,1281,1,USD
1632018,3,6/20/2019,6/24/2019,2077860,0,69,1,USD
1632019,1,6/20/2019,,308825,9,1472,1,CAD
1632019,2,6/20/2019,,308825,9,767,1,CAD
1632019,3,6/20/2019,,308825,9,1670,7,CAD
1632020,1,6/20/2019,,782107,30,1434,6,EUR
1632021,1,6/20/2019,,407478,20,469,7,EUR
1632021,2,6/20/2019,,407478,20,1326,2,EUR
1632021,3,6/20/2019,,407478,20,1637,4,EUR
1632021,4,6/20/2019,,407478,20,883,2,EUR
1632021,5,6/20/2019,,407478,20,1562,1,EUR
1632021,6,6/20/2019,,407478,20,457,4,EUR
1632022,1,6/20/2019,6/24/2019,1940327,0,1623,1,USD
1632023,1,6/20/2019,6/25/2019,274446,0,1266,7,CAD
1632023,2,6/20/2019,6/25/2019,274446,0,2047,1,CAD
1632024,1,6/20/2019,6/26/2019,700354,0,1423,1,EUR
1632025,1,6/20/2019,6/24/2019,1293489,0,1590,3,USD
1632025,2,6/20/2019,6/24/2019,1293489,0,939,4,USD
1632026,1,6/20/2019,6/25/2019,470757,0,1474,4,EUR
1632026,2,6/20/2019,6/25/2019,470757,0,1725,1,EUR
1632027,1,6/20/2019,,648385,14,1115,1,EUR
1632027,2,6/20/2019,,648385,14,1615,1,EUR
1632028,1,6/20/2019,,2090514,61,1484,1,USD
1632029,1,6/20/2019,,1236959,61,146,1,USD
1632029,2,6/20/2019,,1236959,61,901,3,USD
1632030,1,6/20/2019,,2088972,63,497,3,USD
1632030,2,6/20/2019,,2088972,63,33,3,USD
1632030,4,6/20/2019,,2088972,63,1413,1,USD
1632031,1,6/20/2019,,1563279,49,1696,3,USD
1632031,2,6/20/2019,,1563279,49,430,3,USD
1632031,3,6/20/2019,,1563279,49,2008,2,USD
1632032,1,6/20/2019,,1470076,61,1609,6,USD
1632033,1,6/20/2019,,158349,6,2278,7,AUD
1632033,2,6/20/2019,,158349,6,103,4,AUD
1632034,1,6/20/2019,6/27/2019,1231909,0,1504,4,USD
1632034,2,6/20/2019,6/27/2019,1231909,0,1160,2,USD
1632034,3,6/20/2019,6/27/2019,1231909,0,1608,5,USD
1632035,1,6/20/2019,6/23/2019,1867076,0,1574,3,USD
1632035,2,6/20/2019,6/23/2019,1867076,0,1768,1,USD
1632035,3,6/20/2019,6/23/2019,1867076,0,470,1,USD
1632037,1,6/20/2019,,1402836,55,965,5,USD
1632037,2,6/20/2019,,1402836,55,418,6,USD
1632037,3,6/20/2019,,1402836,55,1646,6,USD
1632038,1,6/20/2019,6/26/2019,1754312,0,425,3,USD
1632038,2,6/20/2019,6/26/2019,1754312,0,136,3,USD
1632040,1,6/20/2019,6/24/2019,1751123,0,1607,2,USD
1632040,2,6/20/2019,6/24/2019,1751123,0,1460,1,USD
1632040,3,6/20/2019,6/24/2019,1751123,0,1784,10,USD
1632040,4,6/20/2019,6/24/2019,1751123,0,1415,3,USD
1633001,1,6/21/2019,6/25/2019,1756350,0,1648,2,USD
1633001,2,6/21/2019,6/25/2019,1756350,0,530,1,USD
1633001,3,6/21/2019,6/25/2019,1756350,0,1263,2,USD
1633001,4,6/21/2019,6/25/2019,1756350,0,1648,3,USD
1633001,5,6/21/2019,6/25/2019,1756350,0,1567,2,USD
1633003,1,6/21/2019,,1401445,57,50,1,USD
1633003,2,6/21/2019,,1401445,57,52,3,USD
1633004,1,6/21/2019,,1053754,38,70,2,GBP
1633004,2,6/21/2019,,1053754,38,1430,8,GBP
1633005,1,6/21/2019,6/23/2019,1827243,0,1673,5,USD
1633005,2,6/21/2019,6/23/2019,1827243,0,2498,6,USD
1633005,3,6/21/2019,6/23/2019,1827243,0,421,2,USD
1633006,1,6/21/2019,,1868016,61,1639,2,USD
1633008,1,6/21/2019,,823079,33,1460,3,EUR
1633009,1,6/21/2019,,1655053,64,1695,5,USD
1633009,2,6/21/2019,,1655053,64,1626,4,USD
1633009,3,6/21/2019,,1655053,64,435,3,USD
1633010,1,6/21/2019,,377340,10,104,5,CAD
1633010,2,6/21/2019,,377340,10,986,3,CAD
1633011,1,6/21/2019,,1240319,57,590,1,USD
1633011,2,6/21/2019,,1240319,57,1347,1,USD
1633013,1,6/21/2019,,230405,8,2511,3,CAD
1633014,1,6/21/2019,6/27/2019,1369363,0,161,7,USD
1633014,2,6/21/2019,6/27/2019,1369363,0,1094,4,USD
1633014,3,6/21/2019,6/27/2019,1369363,0,1648,3,USD
1633015,1,6/21/2019,,188670,5,1501,5,AUD
1633015,2,6/21/2019,,188670,5,1623,3,AUD
1633017,1,6/21/2019,,127015,4,2085,2,AUD
1633017,2,6/21/2019,,127015,4,488,8,AUD
1633017,3,6/21/2019,,127015,4,1815,4,AUD
1633018,1,6/21/2019,,1479170,43,1596,6,USD
1633020,1,6/21/2019,6/25/2019,217910,0,455,7,CAD
1633021,1,6/21/2019,6/25/2019,864708,0,1442,2,EUR
1633021,2,6/21/2019,6/25/2019,864708,0,1523,4,EUR
1633021,3,6/21/2019,6/25/2019,864708,0,1428,5,EUR
1633022,1,6/21/2019,,1367861,44,2494,2,USD
1633023,1,6/21/2019,,1423836,63,59,2,USD
1633023,2,6/21/2019,,1423836,63,429,2,USD
1633023,3,6/21/2019,,1423836,63,1706,5,USD
1633023,4,6/21/2019,,1423836,63,1589,6,USD
1633023,5,6/21/2019,,1423836,63,1528,8,USD
1633024,1,6/21/2019,,1586491,63,1608,1,USD
1633024,2,6/21/2019,,1586491,63,1732,3,USD
1633024,3,6/21/2019,,1586491,63,86,2,USD
1633025,1,6/21/2019,,2071369,51,58,4,USD
1633025,2,6/21/2019,,2071369,51,1115,6,USD
1633025,3,6/21/2019,,2071369,51,1806,1,USD
1633025,4,6/21/2019,,2071369,51,1144,3,USD
1633026,1,6/21/2019,,1930384,48,2005,4,USD
1633027,1,6/21/2019,6/29/2019,917293,0,1532,1,GBP
1633027,2,6/21/2019,6/29/2019,917293,0,1588,3,GBP
1634000,1,6/22/2019,,2050411,55,121,3,USD
1634000,2,6/22/2019,,2050411,55,1665,2,USD
1634000,3,6/22/2019,,2050411,55,58,4,USD
1634001,1,6/22/2019,6/25/2019,1613767,0,1614,3,USD
1634001,2,6/22/2019,6/25/2019,1613767,0,1663,1,USD
1634002,1,6/22/2019,,2003638,66,69,7,USD
1634003,1,6/22/2019,,658900,13,1653,3,EUR
1634004,1,6/22/2019,,1880655,59,1426,5,USD
1634005,1,6/22/2019,6/23/2019,1325805,0,1940,5,USD
1634005,2,6/22/2019,6/23/2019,1325805,0,1069,1,USD
1634005,3,6/22/2019,6/23/2019,1325805,0,99,1,USD
1634005,4,6/22/2019,6/23/2019,1325805,0,126,3,USD
1634006,1,6/22/2019,,1008370,40,1651,2,GBP
1634007,1,6/22/2019,,1466089,43,1677,2,USD
1634009,1,6/22/2019,,1039125,42,1300,10,GBP
1634011,1,6/22/2019,6/29/2019,1046044,0,150,2,GBP
1634012,1,6/22/2019,,688148,12,1296,4,EUR
1634014,1,6/22/2019,,909530,39,180,2,GBP
1634015,1,6/22/2019,6/24/2019,1870500,0,78,3,USD
1634017,1,6/22/2019,6/23/2019,1003748,0,1654,1,GBP
1634018,1,6/22/2019,,763798,30,148,2,EUR
1634018,2,6/22/2019,,763798,30,1358,2,EUR
1634019,1,6/22/2019,,147228,1,1769,2,AUD
1634020,1,6/22/2019,,817645,34,1771,1,EUR
1634020,2,6/22/2019,,817645,34,1747,2,EUR
1634020,3,6/22/2019,,817645,34,1671,3,EUR
1634021,1,6/22/2019,,1648616,53,88,1,USD
1634022,1,6/22/2019,,1373535,57,835,3,USD
1634022,2,6/22/2019,,1373535,57,1228,6,USD
1634022,3,6/22/2019,,1373535,57,1663,1,USD
1634022,4,6/22/2019,,1373535,57,436,2,USD
1634022,5,6/22/2019,,1373535,57,1762,7,USD
1634022,6,6/22/2019,,1373535,57,1567,8,USD
1634022,7,6/22/2019,,1373535,57,107,2,USD
1634023,1,6/22/2019,,1628631,45,1929,2,USD
1634023,2,6/22/2019,,1628631,45,440,1,USD
1634023,3,6/22/2019,,1628631,45,56,2,USD
1634024,1,6/22/2019,,1349069,62,1342,3,USD
1634027,1,6/22/2019,,2080484,65,1638,5,USD
1634027,2,6/22/2019,,2080484,65,1609,4,USD
1634028,1,6/22/2019,,1541279,64,977,2,USD
1634029,1,6/22/2019,,1716357,56,1123,2,USD
1634029,2,6/22/2019,,1716357,56,435,3,USD
1634029,3,6/22/2019,,1716357,56,1538,9,USD
1634029,4,6/22/2019,,1716357,56,2092,3,USD
1634029,5,6/22/2019,,1716357,56,166,1,USD
1634030,1,6/22/2019,6/25/2019,1669021,0,1198,2,USD
1634030,2,6/22/2019,6/25/2019,1669021,0,1296,4,USD
1634030,3,6/22/2019,6/25/2019,1669021,0,2168,1,USD
1634031,1,6/22/2019,,976556,36,57,1,GBP
1634031,2,6/22/2019,,976556,36,133,4,GBP
1634031,3,6/22/2019,,976556,36,1651,1,GBP
1634031,4,6/22/2019,,976556,36,1648,5,GBP
1634031,5,6/22/2019,,976556,36,849,1,GBP
1634031,6,6/22/2019,,976556,36,1420,3,GBP
1634032,1,6/22/2019,6/27/2019,1765915,0,1409,3,USD
1634032,2,6/22/2019,6/27/2019,1765915,0,721,1,USD
1634032,3,6/22/2019,6/27/2019,1765915,0,416,3,USD
1634033,1,6/22/2019,6/27/2019,1735272,0,69,3,USD
1634033,2,6/22/2019,6/27/2019,1735272,0,1468,4,USD
1634033,3,6/22/2019,6/27/2019,1735272,0,2504,9,USD
1634034,1,6/22/2019,,239126,10,444,3,CAD
1634034,2,6/22/2019,,239126,10,422,1,CAD
1634035,1,6/22/2019,6/25/2019,1920128,0,748,5,USD
1634036,1,6/22/2019,6/24/2019,1826392,0,105,3,USD
1634036,2,6/22/2019,6/24/2019,1826392,0,129,2,USD
1634036,3,6/22/2019,6/24/2019,1826392,0,1496,1,USD
1634037,1,6/22/2019,,478628,22,1363,3,EUR
1634037,2,6/22/2019,,478628,22,1762,3,EUR
1634039,1,6/22/2019,6/30/2019,1292262,0,1636,6,USD
1634040,1,6/22/2019,,1469379,54,98,2,USD
1634040,2,6/22/2019,,1469379,54,273,2,USD
1634040,3,6/22/2019,,1469379,54,780,2,USD
1634041,1,6/22/2019,,550082,21,1150,3,EUR
1634041,2,6/22/2019,,550082,21,438,7,EUR
1634043,1,6/22/2019,,1617142,49,1579,8,USD
1634043,2,6/22/2019,,1617142,49,1653,6,USD
1634044,1,6/22/2019,,451222,22,1595,1,EUR
1634044,2,6/22/2019,,451222,22,816,1,EUR
1634044,3,6/22/2019,,451222,22,2515,1,EUR
1634044,4,6/22/2019,,451222,22,1568,3,EUR
1634045,1,6/22/2019,,1273372,55,1567,4,USD
1634046,1,6/22/2019,6/25/2019,1273837,0,518,4,USD
1634047,1,6/22/2019,,163706,6,1710,1,AUD
1634047,2,6/22/2019,,163706,6,44,1,AUD
1634048,1,6/22/2019,,538374,19,1752,1,EUR
1634048,2,6/22/2019,,538374,19,22,1,EUR
1635000,1,6/23/2019,,1840835,48,79,2,USD
1635001,1,6/23/2019,,240328,9,1302,7,CAD
1635001,2,6/23/2019,,240328,9,1278,10,CAD
1635002,1,6/23/2019,,480220,20,54,4,EUR
1635003,1,6/23/2019,6/26/2019,1576331,0,97,2,USD
1636000,1,6/24/2019,,1658532,47,1659,2,USD
1636001,1,6/24/2019,,819803,33,1494,1,EUR
1636001,2,6/24/2019,,819803,33,1103,1,EUR
1636001,3,6/24/2019,,819803,33,1620,7,EUR
1636001,4,6/24/2019,,819803,33,108,2,EUR
1636002,1,6/24/2019,,1843882,65,1469,1,USD
1636002,2,6/24/2019,,1843882,65,683,1,USD
1636003,1,6/24/2019,,418091,20,1705,7,EUR
